Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Hour	File Offset (s)	Begin File	Begin Path	Begin Date	Begin Clock Time	calltype
267	Spectrogram 1	6	82574.118537491	82638.210414846	0.000	255.500	64.0919	11.719	3.906	22	674.1185	79296_Brunswick03_002K_M06_UTCm5_20161217_224500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_224500.aif	2016/12/17	22:56:14.1185	c
268	Waveform 1	6	82826.620187641	82890.712064996	26.400	255.500	64.0919			23	26.6200	79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	2016/12/17	23:00:26.6202	c
268	Spectrogram 1	6	82826.620187641	82890.712064996	26.400	255.500	64.0919	31.250	35.156	23	26.6200	79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	2016/12/17	23:00:26.6202	c
269	Waveform 1	6	83146.795171628	83216.584104748	44.100	273.100	69.7889			23	346.7950	79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	2016/12/17	23:05:46.7952	sd
269	Spectrogram 1	6	83146.795171628	83216.584104748	44.100	273.100	69.7889	93.750	54.688	23	346.7950	79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	2016/12/17	23:05:46.7952	sd
270	Waveform 1	6	83609.803482291	83669.826034099	0.000	374.400	60.0226			23	809.8035	79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	2016/12/17	23:13:29.8035	su
270	Spectrogram 1	6	83609.803482291	83669.826034099	0.000	374.400	60.0226	7.812	7.812	23	809.8035	79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_230000.aif	2016/12/17	23:13:29.8035	su
271	Waveform 1	6	83789.260738885	83868.816053316	0.000	273.100	79.5553			23	89.2605	79296_Brunswick03_002K_M06_UTCm5_20161217_231500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_231500.aif	2016/12/17	23:16:29.2607	sd
271	Spectrogram 1	6	83789.260738885	83868.816053316	0.000	273.100	79.5553	3.906	3.906	23	89.2605	79296_Brunswick03_002K_M06_UTCm5_20161217_231500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_231500.aif	2016/12/17	23:16:29.2607	sd
272	Waveform 1	6	84541.110226827	84606.422901846	0.000	229.100	65.3127			23	841.1100	79296_Brunswick03_002K_M06_UTCm5_20161217_231500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_231500.aif	2016/12/17	23:29:01.1102	su
272	Spectrogram 1	6	84541.110226827	84606.422901846	0.000	229.100	65.3127	0.000	0.000	23	841.1100	79296_Brunswick03_002K_M06_UTCm5_20161217_231500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_231500.aif	2016/12/17	23:29:01.1102	su
273	Waveform 1	6	84780.996967784	84839.798721929	0.000	259.900	58.8018			23	180.9970	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:33:00.9970	c
273	Spectrogram 1	6	84780.996967784	84839.798721929	0.000	259.900	58.8018	7.812	3.906	23	180.9970	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:33:00.9970	c
274	Waveform 1	6	84611.672333461	84735.379830070	0.000	286.300	123.7075			23	11.6725	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:30:11.6723	c
274	Spectrogram 1	6	84611.672333461	84735.379830070	0.000	286.300	123.7075	0.000	0.000	23	11.6725	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:30:11.6723	c
275	Waveform 1	6	84994.352156179	85007.577464205	0.000	295.200	13.2253			23	394.3520	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:36:34.3522	song
275	Spectrogram 1	6	84994.352156179	85007.577464205	0.000	295.200	13.2253	7.812	7.812	23	394.3520	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:36:34.3522	song
276	Waveform 1	6	84999.845745667	85070.855476451	0.000	193.800	71.0097			23	399.8455	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:36:39.8457	song
276	Spectrogram 1	6	84999.845745667	85070.855476451	0.000	193.800	71.0097	11.719	3.906	23	399.8455	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:36:39.8457	song
277	Waveform 1	6	85271.066293331	85377.886088922	0.000	202.600	106.8198			23	671.0665	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:41:11.0663	c
277	Spectrogram 1	6	85271.066293331	85377.886088922	0.000	202.600	106.8198	3.906	3.906	23	671.0665	79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_233000.aif	2016/12/17	23:41:11.0663	c
